No,ID,Bölüm,Üniversite,Yıl,Puan Türü,Açıklama,İl,Tür,Sıralama (2024),Sıralama (2023),Sıralama (2022),Sıralama (2021),Sıralama (2020),Sıralama (2019),Sıralama (2018),Sıralama (2017),Sıralama (2016),Sıralama (2015),Kontenjan (2024),Kontenjan (2023),Kontenjan (2022),Kontenjan (2021),Kontenjan (2020),Kontenjan (2019),Kontenjan (2018),Kontenjan (2017),Kontenjan (2016),Kontenjan (2015),Toplam Tercih (2023),Toplam Tercih (2022),Toplam Tercih (2021),Toplam Tercih (2020),"Yerleşen (E, 2023)","Yerleşen (K, 2023)","Yerleşen (Mzn, 2023)","Yerleşen (E, 2022)","Yerleşen (K, 2022)","Yerleşen (Mzn, 2022)","Yerleşen (E, 2021)","Yerleşen (K, 2021)","Yerleşen (Mzn, 2021)"
90,108410363,Endüstri Mühendisliği,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,2404,2551,3346,4529,5488,5825,6130,6853,5414,4793,55,65,85,95,95,95,95,98,95,88,2233,2279,2,2042,34,33,7,54,34,15,63,35,17
91,102270063,Turizm İşletmeciliği,BOĞAZİÇİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),İSTANBUL,DEVLET,2452,2374,3510,6508,7692,20590,37700,76824,42800,37900,60,55,55,65,65,65,65,67,65,62,1071,932,683,1134,34,25,22,27,30,26,42,25,26
92,205490113,Yapay Zeka Mühendisliği,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,2475,1839,2291,2828,3911,4537,-1,-1,-1,-1,9,9,10,10,10,10,-1,-1,-1,-1,493,348,345,589,8,3,2,9,1,2,7,3,5
93,205710544,Pilotaj,TÜRK HAVA KURUMU ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,2507,4679,6305,7497,7731,4493,-1,-1,-1,-1,2,4,5,5,6,1,-1,-1,-1,-1,556,488,337,435,3,3,1,3,2,3,4,1,1
94,112410952,Pilotaj,ESKİŞEHİR TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,ESKİŞEHİR,DEVLET,2529,1632,2457,4167,4523,6051,7390,7809,,,5,5,5,15,15,15,15,,,,1105,1268,746,1080,4,2,0,5,1,1,15,1,5
95,203910099,Kimya,KOÇ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,2552,2218,3406,7975,3942,7456,5370,8663,16600,21400,6,6,6,8,8,8,8,8,8,8,171,202,86,120,4,3,0,3,3,1,3,5,1
96,206110398,İşletme,YEDİTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,2660,2793,3558,8576,16043,31394,44600,42321,41522,41356,13,13,14,14,14,9,12,13,14,14,319,508,403,366,9,5,6,10,4,4,8,6,6
97,205410132,Elektrik-Elektronik Mühendisliği,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,4,SAYISAL,(Burslu),ANKARA,VAKIF,2679,3110,2651,3784,3609,3688,4130,3287,3638,3344,13,13,15,15,15,15,15,15,15,15,553,510,354,398,10,6,2,11,4,2,14,1,1
98,102210189,Sosyoloji,BOĞAZİÇİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),İSTANBUL,DEVLET,2703,3042,2456,4074,2708,2618,3430,6653,2460,2810,40,55,55,65,60,60,60,62,50,52,709,917,627,727,23,36,17,19,38,18,26,41,18
99,202110126,Moleküler Biyoloji ve Genetik,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,2786,3105,2110,3831,6793,11452,18400,17077,17181,15981,11,11,12,12,12,14,20,20,20,20,332,412,495,473,12,1,4,7,5,1,6,6,0
100,200510322,Ekonomi,BAHÇEŞEHİR ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,2793,2995,4798,9008,6283,12013,22300,27859,22197,19168,8,8,9,9,9,5,8,8,8,8,303,352,285,417,6,3,5,5,4,3,6,3,4
101,108410381,Havacılık ve Uzay Mühendisliği,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,2804,3366,5000,6134,6423,6418,6700,7807,8506,7808,70,75,85,90,90,90,85,88,85,77,2251,2071,2,2170,57,20,16,66,22,21,75,18,28
102,101190208,Tıp,ANKARA ÜNİVERSİTESİ,6,SAYISAL,(İngilizce),ANKARA,DEVLET,2827,2449,3042,2750,2246,2351,2770,0,,,65,60,60,60,50,40,30,,,,1934,1551,2,1611,33,29,8,26,36,9,35,27,8
103,203910706,Tıp,KOÇ ÜNİVERSİTESİ,6,SAYISAL,(İngilizce) (%50 İndirimli),İSTANBUL,VAKIF,2890,4781,3455,3548,3052,5434,2210,2150,2067,2861,33,42,42,42,36,46,25,25,25,25,123,170,154,252,18,24,1,22,20,1,20,22,1
104,105510538,Uçak Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,İSTANBUL,DEVLET,2965,3611,4973,6019,5987,6144,6800,7389,7229,6559,50,50,70,70,70,70,60,62,60,52,2342,2365,2,2824,46,6,4,57,15,12,57,15,17
105,108410266,Siyaset Bilimi ve Kamu Yönetimi,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),ANKARA,DEVLET,3017,3221,6043,12881,8709,16467,22500,16782,16473,0,85,80,80,80,80,80,80,82,80,103,1396,1261,871,1343,38,46,28,31,51,36,37,45,34
106,202110065,Fizik,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,3035,3863,2449,3608,3951,6755,16900,35574,48800,54900,19,19,20,20,20,20,20,20,20,20,286,256,246,261,14,6,3,17,3,2,15,5,2
107,202110744,Elektrik-Elektronik Mühendisliği,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (%50 İndirimli),ANKARA,VAKIF,3062,3163,3283,3885,4356,4683,3610,4120,3821,3762,35,35,35,35,35,35,25,20,20,20,376,460,460,434,25,10,6,28,7,5,30,5,5
108,204811077,Pilotaj,ÖZYEĞİN ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,3062,948,1450,2111,2185,2315,4640,5814,6280,,7,5,6,5,5,5,6,4,5,,438,448,337,492,4,3,1,5,1,2,4,1,2
109,202910736,Hukuk,ALTINBAŞ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(UOLP-Köln Üniversitesi) (Burslu),İSTANBUL,VAKIF,3095,2429,2182,8426,9067,16192,20000,16509,18022,22402,2,2,3,3,3,2,2,3,3,5,42,129,100,116,2,0,0,1,2,0,2,1,2
110,101110518,Hukuk,ANKARA ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,ANKARA,DEVLET,3227,3242,4387,5124,3434,3469,3410,5421,4896,4648,500,500,550,550,550,550,600,646,650,667,6033,6026,4,5808,183,330,117,249,315,205,247,317,183
111,206110759,Tıp,YEDİTEPE ÜNİVERSİTESİ,6,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,3232,1999,2215,1360,1677,1680,1900,1730,1998,1111,11,11,13,15,14,8,8,10,10,10,264,244,266,266,7,5,1,10,3,5,10,5,0
112,111610016,Tıp,İSTANBUL ÜNİVERSİTESİ- CERRAHPAŞA,6,SAYISAL,,,,3296,3212,2559,1997,1752,1708,1930,1729,1720,1730,270,260,260,260,260,270,270,308,328,328,2565,2899,3,3505,122,145,33,130,137,50,151,116,20
113,105510662,Endüstri Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,3360,2888,3437,4810,5756,5726,5930,6285,4894,3847,50,60,60,60,60,60,60,62,50,41,2079,2461,2,2194,37,25,10,34,28,9,42,20,11
114,206110495,Siyaset Bilimi ve Uluslararası İlişkiler,YEDİTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Fransızca) (Burslu),İSTANBUL,VAKIF,3365,3682,5196,23658,26768,34802,57000,36465,0,41900,3,3,3,3,3,2,3,5,6,7,85,153,113,96,2,2,1,2,1,1,2,1,0
115,202190195,Turizm ve Otel İşletmeciliği,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),ANKARA,VAKIF,3446,2967,5397,21016,,,,,,,5,4,5,5,,,,,,,148,137,180,,3,2,4,5,0,3,3,2,3
116,101110775,Tıp,ANKARA ÜNİVERSİTESİ,6,SAYISAL,,ANKARA,DEVLET,3569,3533,4353,3761,3300,3305,3250,2997,2753,3050,335,320,320,320,320,320,320,328,315,323,4450,3551,4,3872,143,185,33,161,167,88,171,157,67
117,105510565,Elektronik ve Haberleşme Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,İSTANBUL,DEVLET,3663,4061,4670,5921,6872,6483,7830,8922,9151,9525,80,100,110,110,110,110,115,118,115,118,1200,1193,1,1206,86,17,10,86,27,22,98,15,27
118,108410433,Makine Mühendisliği,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,3664,4832,6321,6984,6862,5435,5120,5868,6336,6016,120,150,180,190,190,190,190,195,190,185,2344,2176,2,2157,116,38,26,160,25,33,173,22,38
119,105611589,Tıp,İSTANBUL ÜNİVERSİTESİ,6,SAYISAL,(İngilizce),İSTANBUL,DEVLET,3688,3429,2712,2227,1908,1863,2090,1855,0,0,65,60,60,60,60,60,60,62,,,1217,1437,1,1626,37,25,8,33,29,10,39,23,13
120,102210329,Makine Mühendisliği,BOĞAZİÇİ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,3771,3584,2695,2737,2731,1831,1580,1443,1605,1300,75,70,80,80,70,70,65,67,65,62,938,1178,1,1099,60,12,13,70,12,10,72,10,10
121,205410159,Endüstri Mühendisliği,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,4,SAYISAL,(Burslu),ANKARA,VAKIF,3786,3272,5018,8143,10039,7573,7650,9439,7523,8015,10,10,12,12,12,10,10,10,10,10,611,550,376,248,8,5,3,8,4,4,8,4,1
122,109610022,İşletme,TÜRK-ALMAN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Almanca),İSTANBUL,DEVLET,3830,3353,7535,14589,20679,48493,69300,72988,68600,68900,45,40,40,40,40,37,37,38,35,29,1009,1354,1,1136,18,23,16,23,18,16,30,11,14
123,107290348,Yönetim Bilişim Sistemleri,MARMARA ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),İSTANBUL,DEVLET,3943,3470,6831,15943,36779,0,,,,,50,40,40,40,40,,,,,,1764,2425,2,6207,25,17,17,28,13,21,26,15,17
124,200590143,Pilotaj,BAHÇEŞEHİR ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,4034,2919,4806,6152,5507,6316,-1,-1,-1,-1,4,4,5,7,6,4,-1,-1,-1,-1,323,360,250,369,5,1,1,5,0,1,5,2,1
125,104810759,Hukuk,HACETTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,ANKARA,DEVLET,4048,4090,6201,7224,4519,5094,5740,7722,7578,6822,150,150,240,240,230,230,240,205,200,205,5527,5497,3,5785,51,103,55,101,145,123,112,134,100
126,204810113,Elektrik-Elektronik Mühendisliği,ÖZYEĞİN ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,4099,2823,2358,3088,3874,3720,5480,6389,9965,11113,9,9,9,9,9,5,5,5,6,5,265,237,227,238,8,3,1,8,1,1,7,2,3
127,202190193,Bilişim Sistemleri ve Teknolojileri,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,4130,3702,8101,22183,,,,,,,12,12,12,12,,,,,,,556,630,599,,12,3,5,11,1,6,10,2,3
128,203510261,Ekonomi,İZMİR EKONOMİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İZMİR,VAKIF,4157,3400,13150,23385,23185,34304,57100,81388,0,0,6,4,4,4,3,2,2,10,0,0,211,185,111,117,3,2,3,3,1,3,3,1,1
129,202110108,Matematik,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,4276,6062,7501,13949,29636,33905,45700,48663,46271,47857,19,19,20,20,20,20,20,20,20,20,328,348,395,363,17,4,3,14,6,5,15,5,3
130,202110956,İç Mimarlık ve Çevre Tasarımı,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),ANKARA,VAKIF,4332,6694,12534,25977,11700,22041,32000,33746,26603,25556,16,21,24,24,24,16,17,17,17,17,390,412,255,389,7,16,13,5,19,10,6,18,10
131,105510292,Endüstri Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,İSTANBUL,DEVLET,4346,4111,5178,7560,9160,8302,9580,10651,8330,7254,50,60,80,80,80,80,80,82,80,82,1773,2021,2,1750,31,31,13,54,28,18,49,33,17
132,104810917,Bilgisayar Mühendisliği,HACETTEPE ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,4382,3388,3576,5248,7208,11743,17500,20816,21358,22190,120,115,105,105,100,100,105,108,105,108,2480,3918,3,3776,99,19,21,93,15,20,86,22,20
133,200511568,Hukuk,BAHÇEŞEHİR ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),İSTANBUL,VAKIF,4434,3821,4201,5222,3592,2425,1110,1598,808,751,17,20,22,22,30,20,20,20,20,20,482,766,440,462,8,14,11,10,12,8,13,9,9
134,206110247,Psikoloji,YEDİTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,4464,2437,4087,12700,3632,3043,4180,5036,7543,10653,12,12,14,14,13,9,8,7,10,10,336,667,278,330,0,13,3,3,11,9,2,12,8
135,206190477,Uluslararası Ticaret ve İşletmecilik,YEDİTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,4640,5192,10481,19717,,,,,,,13,13,14,,,,,,,,260,536,0,,9,5,7,7,7,11,0,0,0
136,105510926,Uzay Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,4689,5741,7820,10324,11601,13782,17400,19293,19500,20900,50,60,60,70,70,70,60,62,60,57,1365,1561,1,1876,45,17,13,38,24,15,59,13,20
137,204890125,Yapay Zeka ve Veri Mühendisliği,ÖZYEĞİN ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,4740,0,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
138,204810837,İç Mimarlık ve Çevre Tasarımı,ÖZYEĞİN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,4749,6915,11597,18631,11023,13165,22800,25644,24816,22253,5,6,6,6,6,4,4,4,4,4,170,204,166,208,3,5,2,0,6,1,1,5,2
139,105590230,Robotik ve Otonom Sistemler Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,4775,0,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
140,205410177,Makine Mühendisliği,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,4,SAYISAL,(Burslu),ANKARA,VAKIF,4842,4973,6503,8337,9286,6655,6570,6719,7418,8859,10,10,12,12,12,10,10,10,10,10,405,347,284,247,10,1,2,12,0,6,10,2,2
141,104010122,Bilgisayar Mühendisliği,GALATASARAY ÜNİVERSİTESİ,4,SAYISAL,(Fransızca),İSTANBUL,DEVLET,4883,3346,3131,4351,5591,6507,8560,11032,13637,13357,30,30,30,30,30,30,25,18,17,18,736,1100,898,853,24,7,5,22,9,4,26,5,5
142,200510349,İşletme,BAHÇEŞEHİR ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,4883,4364,5218,9729,5595,10483,20800,22807,19111,21112,13,13,15,15,15,9,9,8,7,6,366,511,358,528,9,5,7,10,5,8,9,6,6
143,105510168,Matematik Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,İSTANBUL,DEVLET,4903,6666,10646,18238,21751,25797,28000,28336,27800,27660,40,50,60,60,60,60,60,62,60,57,2008,1899,1,1243,37,15,18,45,17,18,49,13,23
144,105590237,Robotik ve Otonom Sistemler Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,İSTANBUL,DEVLET,5097,0,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
145,105610634,Tıp,İSTANBUL ÜNİVERSİTESİ,6,SAYISAL,,İSTANBUL,DEVLET,5135,5090,4030,3035,2817,2609,2880,2547,2677,2768,285,280,280,280,280,300,310,318,380,462,2476,2688,3,3278,144,143,59,152,135,83,158,129,58
146,104110836,Tıp,GAZİ ÜNİVERSİTESİ,6,SAYISAL,,ANKARA,DEVLET,5197,5568,5949,5101,4551,4527,4450,4252,3976,3977,300,300,300,290,290,290,290,298,280,287,5161,4353,4,4763,160,148,53,137,171,108,142,156,78
147,104010043,Sosyoloji,GALATASARAY ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Fransızca),İSTANBUL,DEVLET,5254,5574,8093,14343,8255,13932,20600,13265,,,25,30,30,30,30,30,30,26,20,21,546,658,416,667,9,23,11,8,23,11,5,26,11
148,103410457,Tıp,EGE ÜNİVERSİTESİ,6,SAYISAL,,İZMİR,DEVLET,5294,5303,5159,4218,3878,3730,3670,3598,3687,3772,320,310,310,310,310,340,340,349,340,349,4521,4027,4,4731,154,164,47,158,160,88,199,119,96
149,105590279,Siber Güvenlik Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,5363,0,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,
150,105610501,Hukuk,İSTANBUL ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,İSTANBUL,DEVLET,5562,4539,5405,5691,3815,4090,4670,6677,6540,6280,500,500,500,480,490,500,540,595,600,667,4551,5224,4,6568,202,311,146,243,270,179,263,229,187
151,200511056,Ekonomi ve Finans,BAHÇEŞEHİR ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,5687,4910,7338,11226,7920,13524,22900,25476,27281,24158,6,6,7,6,6,4,4,4,4,5,195,247,167,237,4,3,3,5,2,2,4,2,2
152,104810141,Psikoloji,HACETTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,ANKARA,DEVLET,5690,4388,6906,12688,7222,7807,9240,8891,9091,8110,80,80,100,100,100,100,100,93,90,82,2979,3683,2,2506,17,67,20,18,85,40,23,80,30
153,110110031,Bilgisayar Mühendisliği,YILDIZ TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,İSTANBUL,DEVLET,5733,5039,5056,8476,11244,13683,16600,18462,18921,18820,115,110,100,100,100,100,100,93,90,93,2872,4594,4,3669,96,17,25,88,15,20,85,18,25
154,108410257,Küresel Siyaset ve Uluslararası İlişkiler,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (UOLP-Suny Binghamton) (%50 İndirimli),ANKARA,DEVLET,5768,18764,12796,11832,35162,59211,91400,42088,0,27800,1,1,1,1,1,1,1,1,1,1,28,19,11,15,1,0,0,0,1,0,1,0,0
155,104111234,Tıp,GAZİ ÜNİVERSİTESİ,6,SAYISAL,(İngilizce),ANKARA,DEVLET,5788,6258,6428,5681,4980,5176,5090,4941,4693,4530,100,100,100,100,100,100,100,103,100,103,2474,2104,2,2363,56,47,20,41,62,33,52,51,32
156,206110026,Diş Hekimliği,YEDİTEPE ÜNİVERSİTESİ,5,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,5792,6542,5121,5064,5889,3586,3540,4808,2265,2403,9,9,9,10,10,7,6,6,6,6,222,297,264,196,4,7,2,4,5,4,4,6,0
157,102210092,Rehberlik ve Psikolojik Danışmanlık,BOĞAZİÇİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),İSTANBUL,DEVLET,5874,5430,7914,12551,7092,10462,14300,10220,6341,6424,50,60,70,70,70,70,70,72,70,72,718,1018,754,1209,10,52,22,17,55,26,13,59,14
158,206110592,Bilgisayar Mühendisliği,YEDİTEPE ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,5952,3677,2851,4744,6996,8345,16000,19024,19798,22205,14,13,15,15,15,10,9,8,8,7,425,708,621,549,12,4,4,15,0,3,12,3,5
159,105510689,İşletme Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,5954,6498,9285,14029,15419,16685,17800,13893,9703,8844,65,80,110,110,110,110,120,62,50,41,1474,1750,1,1375,45,37,19,63,50,25,65,48,30
160,206111599,Uluslararası İşletme Yönetimi,YEDİTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Almanca) (Burslu),İSTANBUL,VAKIF,6023,8409,11480,30424,42102,56261,69700,48009,53100,57800,3,4,3,3,3,2,2,3,5,5,120,160,127,99,2,3,2,2,1,1,3,0,1
161,104890383,Yapay Zeka Mühendisliği,HACETTEPE ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,6070,4574,5735,8004,8836,13439,-1,-1,-1,-1,45,40,40,40,30,30,-1,-1,-1,-1,1292,1321,1,1980,27,14,14,30,11,8,36,5,17
162,109610173,İktisat,TÜRK-ALMAN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Almanca),İSTANBUL,DEVLET,6107,5250,12652,25806,42153,69384,88700,88044,0,,40,40,40,40,40,40,40,41,,,1001,1052,994,937,13,29,15,26,15,17,20,21,21
163,200611488,Tıp,BAŞKENT ÜNİVERSİTESİ,6,SAYISAL,(Burslu),ANKARA,VAKIF,6129,6493,6667,5247,4262,3557,3750,3312,3010,3379,13,13,15,13,13,8,8,8,8,7,763,489,358,422,4,12,4,8,7,6,5,8,3
164,204890174,Otel Yöneticiliği,ÖZYEĞİN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,6165,4969,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
165,204810043,Endüstri Mühendisliği,ÖZYEĞİN ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,6205,3937,3646,5793,8473,6046,7890,13672,15191,13125,14,14,16,15,18,12,12,12,13,13,433,466,452,387,10,7,1,8,8,5,11,4,2
166,200511241,Tıp,BAHÇEŞEHİR ÜNİVERSİTESİ,6,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,6223,4978,4691,3232,3241,2829,2490,1229,1822,1058,10,10,12,12,12,8,7,7,7,7,330,289,279,236,7,4,3,8,4,2,5,7,2
167,202510104,Psikoloji,İSTANBUL BİLGİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,6246,3638,4105,7614,2871,2593,2220,3553,4175,4387,12,13,13,12,12,7,7,7,10,10,365,542,291,369,3,12,4,5,8,4,2,10,2
168,104810511,Elektrik-Elektronik Mühendisliği,HACETTEPE ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,6310,6838,8078,11657,12454,16067,19700,19829,18775,18770,100,100,100,100,100,100,105,108,105,108,1840,2033,2,2181,82,21,24,85,18,33,84,19,23
169,102210311,Kimya Mühendisliği,BOĞAZİÇİ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,6400,6071,6490,7598,8749,9299,10400,10915,8258,8812,50,60,70,70,70,70,60,62,60,52,869,1070,992,1057,34,28,7,35,37,14,37,35,7
170,200910027,Tıp,BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ,6,SAYISAL,(Burslu),İSTANBUL,VAKIF,6544,6524,5026,4353,4002,3033,3620,3472,3081,2847,16,16,18,18,19,11,25,19,24,18,487,511,402,424,9,9,1,13,5,7,7,11,6
171,204090110,Pilotaj,KTO KARATAY ÜNİVERSİTESİ,4,SAYISAL,(Burslu),KONYA,VAKIF,6579,3752,4861,6082,5367,7767,-1,-1,-1,-1,5,4,4,5,5,5,-1,-1,-1,-1,258,294,189,311,3,3,1,3,1,3,4,1,1
172,205410705,İç Mimarlık ve Çevre Tasarımı,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),ANKARA,VAKIF,6615,12396,25952,39842,18789,30835,35800,37317,27653,27205,6,6,6,7,7,5,5,5,5,5,229,254,154,250,2,6,3,0,6,3,3,4,3
173,107210695,Tıp,MARMARA ÜNİVERSİTESİ,6,SAYISAL,(İngilizce),İSTANBUL,DEVLET,6641,6420,5476,4547,3981,3917,4110,3880,3765,3697,220,210,210,200,200,190,190,200,180,171,2231,2586,3,2996,87,129,45,89,127,69,106,99,35
174,200211465,Pilotaj,ATILIM ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,6651,6809,7769,7029,7442,7114,8000,9200,6994,10339,3,3,3,3,3,3,3,3,3,3,285,294,220,323,3,1,2,3,0,1,1,2,1
175,200690358,Tıp,BAŞKENT ÜNİVERSİTESİ,6,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,6729,6560,5521,4307,3594,3337,3120,0,,,9,9,10,6,6,4,4,,,,440,336,259,325,6,5,2,6,4,1,2,4,1
176,110110507,İktisat,YILDIZ TEKNİK ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),İSTANBUL,DEVLET,6755,10367,24514,43517,43303,53605,58700,52809,49800,49800,60,50,50,50,50,50,50,52,40,26,1645,1406,1,1135,34,18,26,34,18,19,31,21,26
177,105510617,Elektrik Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,6762,7662,10180,14730,15131,13046,15700,0,,,40,40,50,50,50,40,40,,,,1156,1215,926,973,32,9,13,38,14,12,39,13,10
178,206110477,Siyaset Bilimi ve Uluslararası İlişkiler,YEDİTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,6835,5941,13479,41111,28768,32051,40400,25396,0,37800,11,11,13,16,15,10,13,14,14,15,219,341,226,225,4,8,7,2,11,5,8,8,4
179,202590245,Yönetim Bilişim Sistemleri,İSTANBUL BİLGİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,6972,3664,5244,8187,8689,0,,,,,10,9,8,6,5,,,,,,306,481,312,570,5,5,1,5,3,4,5,1,2
