No,ID,Bölüm,Üniversite,Yıl,Puan Türü,Açıklama,İl,Tür,Sıralama (2024),Sıralama (2023),Sıralama (2022),Sıralama (2021),Sıralama (2020),Sıralama (2019),Sıralama (2018),Sıralama (2017),Sıralama (2016),Sıralama (2015),Kontenjan (2024),Kontenjan (2023),Kontenjan (2022),Kontenjan (2021),Kontenjan (2020),Kontenjan (2019),Kontenjan (2018),Kontenjan (2017),Kontenjan (2016),Kontenjan (2015),Toplam Tercih (2023),Toplam Tercih (2022),Toplam Tercih (2021),Toplam Tercih (2020),"Yerleşen (E, 2023)","Yerleşen (K, 2023)","Yerleşen (Mzn, 2023)","Yerleşen (E, 2022)","Yerleşen (K, 2022)","Yerleşen (Mzn, 2022)","Yerleşen (E, 2021)","Yerleşen (K, 2021)","Yerleşen (Mzn, 2021)"
251,108210365,Tıp,ONDOKUZ MAYIS ÜNİVERSİTESİ,6,SAYISAL,,SAMSUN,DEVLET,11533,11149,11774,10307,9551,9389,9360,9025,8988,9192,170,160,160,160,170,170,180,185,180,185,3224,2778,3,3488,67,97,59,80,84,88,84,80,78
252,108410187,Sosyoloji,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),ANKARA,DEVLET,11570,8031,19276,37351,16197,26487,33800,24998,23800,24900,40,60,60,70,60,60,60,62,60,72,839,892,590,788,21,43,25,26,36,26,27,45,26
253,109610182,Elektrik-Elektronik Mühendisliği,TÜRK-ALMAN ÜNİVERSİTESİ,4,SAYISAL,(Almanca),İSTANBUL,DEVLET,11696,8974,10677,17047,22392,30350,36600,39269,,,50,50,50,50,50,45,40,41,,,1022,1455,1,1988,39,13,13,45,7,14,47,5,18
254,200590176,Yapay Zeka Mühendisliği,BAHÇEŞEHİR ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,11721,7512,6489,8569,11297,0,,,,,8,7,8,7,7,,,,,,316,370,405,2576,7,1,3,5,3,3,4,3,1
255,110110225,Endüstri Mühendisliği,YILDIZ TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,İSTANBUL,DEVLET,11733,11527,15537,24127,25687,27403,27800,26925,22465,21045,85,80,80,80,80,80,80,82,80,82,2036,2390,2,2043,41,41,22,44,38,28,45,37,29
256,200590193,Uluslararası Finans,BAHÇEŞEHİR ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,11870,8294,12835,25301,,,,,,,4,3,4,3,,,,,,,166,205,321,,1,3,3,3,1,1,3,0,2
257,207950115,Tıp,YÜKSEK İHTİSAS ÜNİVERSİTESİ,6,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,11889,13379,14346,11726,,,,,,,6,7,8,6,,,,,,,226,178,536,,3,5,1,3,5,2,0,6,3
258,206190414,Lojistik Yönetimi,YEDİTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,11920,14422,59282,77094,,,,,,,7,7,7,,,,,,,,145,257,0,,2,6,2,6,1,5,0,0,0
259,202510228,İşletme,İSTANBUL BİLGİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,11977,7967,10365,16474,10329,17276,24100,27544,24292,24411,16,15,16,15,15,11,11,11,15,15,323,382,270,383,11,5,8,12,4,7,6,9,8
260,102210126,Fizik,BOĞAZİÇİ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,12196,11955,8856,10583,13143,15835,18100,24110,25200,29600,60,60,65,65,60,60,50,52,50,41,829,972,843,920,39,24,20,41,26,11,48,19,18
261,111091170,Tıp,SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,6,SAYISAL,,İSTANBUL,DEVLET,12230,12062,12314,10383,8666,7621,7430,0,,,65,60,60,60,70,30,30,,,,609,534,398,654,25,37,22,28,34,30,29,33,27
262,102210162,Moleküler Biyoloji ve Genetik,BOĞAZİÇİ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,12285,10158,9476,12090,16268,18215,19600,16413,16530,15584,50,65,75,75,70,70,70,62,50,41,1186,2120,2,2038,26,43,10,21,56,17,28,49,10
263,208450758,Tıp,İSTİNYE ÜNİVERSİTESİ,6,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,12344,9460,7725,7440,3566,3789,3640,0,,,9,10,11,10,9,5,4,,,,203,239,102,161,6,5,2,4,7,7,5,5,1
264,110110058,Elektronik ve Haberleşme Mühendisliği,YILDIZ TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,İSTANBUL,DEVLET,12348,14363,19381,26123,26247,25518,26000,26185,23631,22576,115,110,110,110,110,110,110,113,110,118,1913,1623,1,1376,92,21,32,96,17,37,92,21,30
265,105510741,Metalurji ve Malzeme Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,12460,15158,23660,31570,31828,32150,32300,33493,32464,31140,45,50,60,60,60,60,60,62,50,51,1137,1192,891,1153,35,17,13,41,21,20,44,18,21
266,207210331,Hukuk,MEF ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),İSTANBUL,VAKIF,12510,9347,12391,14715,8748,13187,16600,14048,14958,13309,14,20,21,20,19,12,18,17,16,15,530,681,483,740,11,11,11,9,12,14,8,12,7
267,210402509,Pilotaj,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,,12530,6811,9159,15966,,,,,,,5,4,5,5,,,,,,,230,,,,6,0,3,5,0,2,5,0,4
268,208410017,Tıp,İSTİNYE ÜNİVERSİTESİ,6,SAYISAL,(Burslu),İSTANBUL,VAKIF,12567,12119,8991,6891,4913,5376,4200,4725,6857,0,13,15,17,15,14,9,9,7,6,,335,280,146,261,6,10,9,9,8,5,11,4,6
269,105710015,Tıp,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,6,SAYISAL,,İZMİR,DEVLET,12692,12324,12050,9787,8895,8405,7940,7659,7960,8045,215,200,200,190,190,180,160,134,130,130,2867,2517,3,2828,101,104,64,95,110,87,110,85,77
270,204110395,Tıp,MALTEPE ÜNİVERSİTESİ,6,SAYISAL,(Burslu),İSTANBUL,VAKIF,12820,12140,12730,7817,7937,7622,7400,7194,8013,7546,4,5,12,11,11,6,6,6,6,5,220,136,192,232,3,3,3,6,6,4,4,7,4
271,202111072,Mimarlık,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,12896,12057,13251,16523,10569,8814,4070,6617,3157,4869,9,9,10,10,10,7,7,7,6,6,299,340,291,288,6,5,1,5,5,3,3,7,1
272,110110207,Matematik Mühendisliği,YILDIZ TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,İSTANBUL,DEVLET,13120,16507,30017,43145,45950,48604,52000,52174,50637,47494,105,100,100,100,100,100,100,103,100,103,2283,1961,1,1270,75,28,45,58,45,39,53,50,57
273,106910479,Tıp,KOCAELİ ÜNİVERSİTESİ,6,SAYISAL,,KOCAELİ,DEVLET,13170,13058,13061,10344,9241,8637,8440,8235,7953,7749,260,260,260,250,250,250,250,257,250,246,3585,2990,4,3414,112,155,119,120,147,126,125,132,123
274,105690484,Diş Hekimliği,İSTANBUL ÜNİVERSİTESİ,5,SAYISAL,(İngilizce),İSTANBUL,DEVLET,13172,12228,11101,11455,12520,13063,15800,0,,,30,30,30,30,30,30,30,,,,565,842,836,852,9,22,8,13,18,9,11,20,8
275,108910719,Tıp,SELÇUK ÜNİVERSİTESİ,6,SAYISAL,,KONYA,DEVLET,13246,13616,14222,11729,10977,10148,9520,8936,8519,8204,230,220,220,200,200,190,180,175,160,149,3795,3039,3,3273,86,140,65,99,127,111,96,109,81
276,104810529,Endüstri Mühendisliği,HACETTEPE ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,13250,14501,20727,28683,30300,31108,29900,28978,25018,24296,75,70,70,70,70,70,60,62,50,52,2227,2389,2,2063,40,32,23,35,37,30,41,31,21
277,107290347,Yönetim Bilişim Sistemleri,MARMARA ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Almanca),İSTANBUL,DEVLET,13310,6602,14799,38794,73882,0,,,,,65,65,65,65,65,,,,,,1095,1603,2,2269,38,30,30,41,26,35,37,30,30
278,111091395,Tıp,SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,6,SAYISAL,,İSTANBUL,DEVLET,13328,13831,14450,11855,11879,0,,,,,60,60,60,60,60,,,,,,1070,607,1,6197,22,40,30,31,31,28,33,29,32
279,110010023,Hukuk,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,ANKARA,DEVLET,13384,9239,14264,18707,10142,14609,18200,15454,15028,12727,250,250,230,220,220,200,220,226,180,154,4072,4584,3,4793,97,160,97,88,148,124,83,143,105
280,202110392,Bilgisayar Mühendisliği,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Ücretli),ANKARA,VAKIF,13447,8126,6177,8983,13433,21690,27600,35731,42479,46621,80,80,80,80,80,80,85,90,90,90,396,754,673,753,67,13,15,63,17,13,57,23,12
281,101111022,Bilgisayar Mühendisliği,ANKARA ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,13483,10400,11746,19854,25064,30214,31700,36658,34744,33461,80,75,75,70,70,60,60,62,60,62,2346,3995,3,3554,58,19,36,59,18,25,57,15,30
282,108210868,Tıp,ONDOKUZ MAYIS ÜNİVERSİTESİ,6,SAYISAL,(İngilizce),SAMSUN,DEVLET,13487,13738,14125,12009,11457,11548,11300,10853,11316,11372,65,60,60,60,60,60,60,62,60,62,1060,902,1,1233,31,31,20,29,33,25,35,27,21
283,105510362,Kimya Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,İSTANBUL,DEVLET,13549,17442,26082,32927,32180,33135,34300,30763,30283,29389,50,50,80,80,80,80,80,72,70,62,1759,1759,2,1713,22,30,13,31,51,27,30,52,26
284,202110647,İktisat,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (%50 İndirimli),ANKARA,VAKIF,13554,14414,25181,44307,74822,101363,106000,61578,57700,65700,80,80,80,80,80,86,80,80,80,80,496,559,581,581,44,36,30,48,32,34,47,33,34
285,108410169,Moleküler Biyoloji ve Genetik,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,13565,11378,15189,20033,23378,25175,26600,23712,22561,19338,50,50,60,60,60,60,60,57,45,36,1458,2303,2,1896,17,37,10,22,40,16,16,46,12
286,208610015,Hukuk,İBN HALDUN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),İSTANBUL,VAKIF,13631,6549,9052,10598,10912,17877,8100,12223,0,0,18,18,15,10,20,22,20,30,,,188,170,171,176,9,10,5,7,8,5,5,5,3
287,206552469,Tıp,ÜSKÜDAR ÜNİVERSİTESİ,6,SAYISAL,(Burslu),İSTANBUL,VAKIF,13724,16054,16131,12788,10605,11397,-1,-1,-1,-1,8,10,11,11,11,15,-1,-1,-1,-1,328,326,236,294,7,5,4,2,9,4,5,6,0
288,206111615,Tıp,YEDİTEPE ÜNİVERSİTESİ,6,SAYISAL,(İngilizce) (%50 İndirimli),İSTANBUL,VAKIF,13750,10699,6659,6634,6544,7519,7770,7555,8524,8538,22,15,15,20,17,16,15,15,15,15,103,234,181,255,5,10,1,2,13,3,10,10,3
289,203790200,İşletme,KADİR HAS ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,13908,10139,14919,24382,,,,,,,6,8,7,5,,,,,,,186,213,452,,3,6,4,6,1,5,3,2,1
290,104410207,Bilgisayar Mühendisliği,GEBZE TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),KOCAELİ,DEVLET,13974,9764,9926,15935,20945,27489,34200,41215,46506,50645,95,90,90,90,85,80,75,77,77,77,1630,2867,3,3309,76,17,26,72,21,36,84,9,35
291,110110428,Kontrol ve Otomasyon Mühendisliği,YILDIZ TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,14090,17417,25266,34091,35320,36346,36600,36549,31000,29700,55,50,50,50,50,50,50,52,40,41,1669,1249,957,1053,43,9,18,41,11,21,35,17,23
292,103510411,Tıp,ERCİYES ÜNİVERSİTESİ,6,SAYISAL,,KAYSERİ,DEVLET,14138,14836,15121,12497,11490,10635,10000,9452,8957,8827,280,280,280,270,280,270,270,277,260,257,4025,3183,4,3477,139,148,111,132,155,126,150,127,105
293,202412737,Tıp,İSTANBUL AYDIN ÜNİVERSİTESİ,6,SAYISAL,(Burslu),İSTANBUL,VAKIF,14205,14879,15164,12670,11860,7675,5100,5087,4069,0,15,15,15,15,14,8,6,6,6,,354,244,260,218,4,12,5,4,11,8,9,6,6
294,200510561,Yazılım Mühendisliği,BAHÇEŞEHİR ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,14244,6884,5678,7180,10857,13811,17900,19501,22498,21345,14,13,15,15,15,10,10,9,9,8,503,778,870,894,12,4,3,11,4,2,15,0,4
295,105510371,Metalurji ve Malzeme Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,İSTANBUL,DEVLET,14405,20048,30161,37851,36711,37321,39100,38113,36083,35061,45,50,60,60,60,60,60,62,60,57,1123,1027,727,996,29,23,20,37,25,35,34,28,21
296,203111678,Yönetim Bilişim Sistemleri,İSTANBUL MEDİPOL ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,14524,7590,14319,22536,38950,64141,84700,91789,0,0,11,10,11,9,9,6,6,6,,,345,544,554,576,8,3,6,9,2,7,5,4,4
297,206410614,Pilotaj,ANTALYA BİLİM ÜNİVERSİTESİ,4,SAYISAL,(Burslu),ANTALYA,VAKIF,14569,12522,14237,18738,14418,9516,-1,-1,-1,-1,3,3,3,5,5,3,-1,-1,-1,-1,295,293,202,305,3,1,0,2,1,1,5,0,1
298,107410366,Tıp,MERSİN ÜNİVERSİTESİ,6,SAYISAL,,MERSİN,DEVLET,14608,14578,13597,11590,11582,10942,10900,10612,10218,9932,230,220,220,220,210,210,210,216,205,211,2975,2765,4,3218,117,109,113,119,107,117,140,86,137
299,300710161,Pilotaj,GİRNE ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),GİRNE,,14671,7746,11801,18721,14715,14516,16900,11679,16160,0,1,3,3,5,5,5,3,2,2,2,121,159,119,189,2,1,2,2,1,1,4,1,2
300,204790524,Pilotaj,İSTANBUL OKAN ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,14749,5927,7153,9704,8521,7279,9200,0,,,9,7,6,7,6,4,4,,,,255,318,251,337,6,3,4,4,2,3,6,1,3
301,203711124,Psikoloji,KADİR HAS ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,14784,8267,8070,14797,7380,7159,8930,11939,12669,13454,11,11,13,12,12,7,7,8,8,7,269,406,212,243,3,9,8,0,13,7,4,8,6
302,108610352,Tıp,PAMUKKALE ÜNİVERSİTESİ,6,SAYISAL,,DENİZLİ,DEVLET,14986,15468,15314,12943,11968,11109,10900,10894,10310,10590,250,240,240,230,220,210,200,195,180,185,4074,3444,4,4084,112,134,89,100,146,121,107,129,105
303,104810017,Diş Hekimliği,HACETTEPE ÜNİVERSİTESİ,5,SAYISAL,,ANKARA,DEVLET,15003,15577,15994,16878,17354,13017,13300,13342,12233,13264,130,130,160,150,140,140,150,134,130,134,2701,3649,4,2397,59,75,38,70,94,76,69,85,48
304,111091391,Tıp,SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,6,SAYISAL,,İSTANBUL,DEVLET,15032,15449,15308,13774,14034,0,,,,,60,60,60,60,60,,,,,,827,484,654,4672,33,29,29,31,31,29,33,29,32
305,102710324,Tıp,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,6,SAYISAL,,ÇANAKKALE,DEVLET,15039,14984,15210,12900,12304,12251,11800,11347,10692,10658,180,170,170,160,160,150,140,134,120,123,4483,3413,4,4669,82,93,62,67,108,89,83,81,86
306,109610076,Endüstri Mühendisliği,TÜRK-ALMAN ÜNİVERSİTESİ,4,SAYISAL,(Almanca),İSTANBUL,DEVLET,15086,11920,13437,21579,26184,30721,32900,33385,33462,34325,55,50,50,50,50,45,37,38,35,29,1185,1894,2,1973,27,25,16,29,23,15,29,23,18
307,202110586,Fizik,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (%50 İndirimli),ANKARA,VAKIF,15217,24309,30401,13641,16847,29919,55100,90989,62600,64400,5,5,5,5,3,3,3,3,3,3,96,48,77,53,4,1,2,3,2,0,2,3,3
308,206710458,Yazılım Mühendisliği,TED ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,15357,13034,21059,32106,41978,0,,,,,5,7,8,7,7,,,,,,654,1116,964,1512,7,2,5,8,0,2,6,1,3
309,105610255,Psikoloji,İSTANBUL ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,İSTANBUL,DEVLET,15533,9639,12110,18566,10089,12553,15500,12654,12264,10318,80,100,100,100,100,100,100,93,90,82,2662,3004,2,2252,18,88,34,27,76,41,19,84,27
310,200510367,Siyaset Bilimi ve Uluslararası İlişkiler,BAHÇEŞEHİR ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,15563,7306,8614,15699,8832,16455,24400,15119,0,16200,8,7,8,7,7,5,6,6,6,6,164,216,150,255,3,5,5,3,5,4,2,5,0
311,108410124,Fizik,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,15657,21431,24599,31001,35427,50184,58900,71532,,,80,80,90,90,90,90,90,93,90,93,1251,1148,976,1207,56,27,27,61,32,35,68,25,28
312,202490634,Tıp,İSTANBUL AYDIN ÜNİVERSİTESİ,6,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,15682,16017,16663,13985,12039,0,,,,,10,10,9,9,9,,,,,,211,178,152,426,7,4,3,3,6,3,8,1,2
313,101110263,Psikoloji,ANKARA ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,ANKARA,DEVLET,15697,9831,14281,25412,13594,19929,22200,16761,16203,12940,90,100,100,100,100,100,100,93,90,82,2810,4022,2,2377,27,79,37,19,84,56,24,79,34
314,104890268,Makine Mühendisliği,HACETTEPE ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,15819,17947,23706,29512,27949,28520,29400,0,,,85,80,80,80,80,70,60,,,,1546,1558,1,1584,74,8,11,72,10,24,68,14,35
315,104810432,İşletme,HACETTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),ANKARA,DEVLET,15879,25471,52363,62124,60079,71734,75300,61993,57735,58233,85,75,100,100,100,100,100,113,110,113,2425,2192,2,1952,32,45,26,51,52,52,61,42,46
316,110910096,Hukuk,ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,ANKARA,DEVLET,15894,10317,16942,22087,10852,16161,20100,0,,,100,100,160,150,100,80,60,,,,3862,4416,3,4317,32,71,42,58,106,79,70,84,78
317,203110211,Hukuk,İSTANBUL MEDİPOL ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),İSTANBUL,VAKIF,16025,10883,14717,20626,10579,14973,18900,15356,16255,15892,25,25,29,29,30,20,20,20,20,20,713,1005,638,843,10,16,9,15,14,11,11,18,8
318,202110417,Elektrik-Elektronik Mühendisliği,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Ücretli),ANKARA,VAKIF,16053,14017,9761,14346,19007,25782,25200,26136,26706,27502,80,80,80,80,80,80,85,90,90,90,366,498,530,593,65,15,14,68,12,9,55,25,19
319,203510128,Psikoloji,İZMİR EKONOMİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İZMİR,VAKIF,16079,7092,10666,25247,12314,11830,15900,16471,15204,12744,12,12,12,12,12,7,6,6,8,8,372,525,261,261,3,10,5,3,9,6,2,10,3
320,104410210,Uçak Mühendisliği,GEBZE TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),KOCAELİ,DEVLET,16087,16517,24236,33432,,,,,,,65,60,60,60,,,,,,,1897,1984,4,,47,15,22,48,14,27,50,12,26
321,203110935,Bilgisayar Mühendisliği,İSTANBUL MEDİPOL ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,16185,9765,9748,16518,22964,32293,40400,41665,49629,0,10,10,10,10,10,10,10,4,6,6,340,646,552,685,9,2,4,8,2,4,9,1,1
322,103110309,Hukuk,DOKUZ EYLÜL ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,İZMİR,DEVLET,16202,9736,13564,16705,9131,12971,15800,14509,15143,13910,460,460,460,460,460,460,480,492,500,513,5308,5909,4,7688,187,285,189,217,255,232,216,256,220
323,110110304,Kontrol ve Otomasyon Mühendisliği,YILDIZ TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,İSTANBUL,DEVLET,16369,21387,32598,41341,41402,42262,41800,40953,36100,33700,75,70,70,70,70,70,70,62,60,57,1719,1207,861,1048,54,18,31,62,10,40,48,24,30
324,105510195,Gemi İnşaatı ve Gemi Makineleri Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,,İSTANBUL,DEVLET,16404,24266,33448,41303,40929,41821,42900,37234,30462,28247,40,50,55,60,60,60,60,57,45,36,1482,1420,1,1263,44,8,15,48,9,15,58,4,25
325,102210302,İnşaat Mühendisliği,BOĞAZİÇİ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,16482,16779,19174,22188,20471,16308,8210,7160,5062,4058,60,75,80,80,70,70,65,67,65,62,787,886,847,972,61,16,16,59,23,17,74,8,14
326,110110473,Mekatronik Mühendisliği,YILDIZ TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,16553,17015,20973,28160,29051,27822,28400,27037,22742,22194,55,50,50,50,50,50,50,52,40,41,1462,1668,1,1296,37,15,14,45,7,19,37,15,23
327,201110086,Hukuk,ÇANKAYA ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),ANKARA,VAKIF,16609,9758,15566,20748,11322,14229,15100,13839,13582,12508,23,24,27,23,31,20,20,20,20,20,792,915,687,702,7,18,6,14,13,10,12,11,8
328,109610146,Siyaset Bilimi ve Uluslararası İlişkiler,TÜRK-ALMAN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Almanca),İSTANBUL,DEVLET,16636,11925,21027,38746,39054,57244,68200,55346,0,,45,40,40,40,40,37,37,38,,,719,1007,847,883,18,23,16,14,27,13,22,19,16
329,204713108,Tıp,İSTANBUL OKAN ÜNİVERSİTESİ,6,SAYISAL,(Burslu),İSTANBUL,VAKIF,16717,17901,17537,13738,13633,10951,9870,9321,10041,0,12,10,15,12,12,8,7,7,6,,208,179,253,206,4,7,2,6,9,8,5,7,6
330,207210049,İşletme,MEF ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,16721,6858,7341,9204,10553,24876,43800,37558,25927,32553,4,4,5,5,5,2,4,4,3,4,121,139,120,144,3,2,2,3,2,2,4,1,2
331,112910023,Tıp,İZMİR BAKIRÇAY ÜNİVERSİTESİ,6,SAYISAL,,İZMİR,DEVLET,16765,15724,14807,11539,10872,9400,10600,0,,,80,60,60,40,40,30,30,,,,1139,905,1,1011,33,29,20,38,24,28,30,11,21
332,202110929,Felsefe,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),ANKARA,VAKIF,16818,7134,12982,31822,24882,59990,76000,46097,50942,49253,15,15,15,15,15,15,15,15,15,15,151,159,170,231,10,6,8,10,5,5,8,7,5
333,104210192,Tıp,GAZİANTEP ÜNİVERSİTESİ,6,SAYISAL,,GAZİANTEP,DEVLET,16845,16982,16848,14469,14108,13099,13200,12209,11338,11060,170,170,170,160,160,160,150,154,140,134,4024,2496,3,2617,95,123,91,72,103,92,75,89,86
334,108410151,Matematik,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,17019,21010,27046,37136,40808,41755,46300,46502,47190,48177,80,80,80,80,80,80,80,82,80,82,1435,1743,1,1402,59,23,23,48,34,27,51,31,28
335,112771085,Tıp,SAMSUN ÜNİVERSİTESİ,6,SAYISAL,,SAMSUN,DEVLET,17071,16477,17459,14727,,,,,,,80,60,40,40,,,,,,,1336,815,5,,25,37,24,18,23,26,20,21,19
336,203910823,Fizik,KOÇ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (%50 İndirimli),İSTANBUL,VAKIF,17111,22528,97259,17594,16233,26046,-1,-1,-1,-1,6,8,8,4,3,3,-1,-1,-1,-1,112,39,21,28,5,3,0,3,5,2,3,1,1
337,109610218,Makine Mühendisliği,TÜRK-ALMAN ÜNİVERSİTESİ,4,SAYISAL,(Almanca),İSTANBUL,DEVLET,17137,14352,17798,24672,27953,34014,40300,0,,,55,50,50,50,50,45,40,,,,1070,1381,1,1813,43,9,9,45,7,22,44,8,13
338,206552535,Tıp,ÜSKÜDAR ÜNİVERSİTESİ,6,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,17162,17934,16501,13411,,,,,,,8,8,8,6,,,,,,,179,269,472,,5,4,0,5,3,2,2,4,3
339,100310158,Tıp,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,6,SAYISAL,,AYDIN,DEVLET,17271,17532,17479,14406,13509,12596,12500,11899,11157,11142,240,240,240,230,230,220,220,200,180,185,4993,3823,5,4629,115,131,105,119,127,141,140,96,124
340,206110459,Kamu Yönetimi,YEDİTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,17271,30154,57559,76026,69528,76874,101000,51888,48670,0,3,3,3,6,5,5,5,6,6,7,72,79,55,55,3,0,2,0,3,3,2,4,2
341,105690865,Bilgisayar Mühendisliği,İSTANBUL ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,17305,14431,,,,,,,,,35,30,,,,,,,,,7620,,,,25,6,13,,,,,,
342,103490470,Bilgisayar Mühendisliği,EGE ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İZMİR,DEVLET,17383,11627,13889,23586,27645,31379,34100,38281,40006,38675,120,115,105,105,100,100,100,103,100,103,2780,10920,3,3603,99,19,42,85,23,47,83,25,40
343,209310037,Tıp,İSTANBUL ATLAS ÜNİVERSİTESİ,6,SAYISAL,(Burslu),İSTANBUL,VAKIF,17491,20169,19462,14811,15337,0,,,,,10,10,12,11,9,,,,,,276,125,227,770,6,5,6,2,10,6,5,6,5
